TransectID,Meter,SampleID,LongestBladeLength.mm,LongestBladeWidth.mm,SheathLength.mm,3rd.BladeLength.mm,3rd.BladeWidth.mm,DiseasePrevalence,GrazingScars,BrokenTip,TinMass.Epibiont.g,TinAndEpibiontDryMass.g,EpibiontDryMass.g,BladeArea.cm2
2019-07-06_OR_E_U3,m12,2019-07-06_OR_E_U3_m12,764,8,200,405,10,,N,N,,,0.235,40.5
2019-07-06_OR_E_U3,m16,2019-07-06_OR_E_U3_m16,575,12,230,440,7,,N,N,,,0.113,30.8
2019-07-06_OR_E_U3,m20,2019-07-06_OR_E_U3_m20,416,6,180,964,10,,N,Y,,,0.121,96.4
2019-07-06_OR_E_L4,m4,2019-07-06_OR_E_L4_m4,1037,11,296,964,10,,N,N ,,,0.352,96.4
2019-07-06_OR_E_L4,m8,2019-07-06_OR_E_L4_m8,1427,9,377,1445,10,,Y,N,,,0.428,144.5
2019-07-06_OR_E_L4,m12,2019-07-06_OR_E_L4_m12,1073,8,212,731,9,,N,N,,,0.261,65.79
2019-07-06_OR_E_L4,m16,2019-07-06_OR_E_L4_m16,1063,10,225,1034,10,,N,N,,,0.444,103.4
2019-07-06_OR_E_L4,m20,2019-07-06_OR_E_L4_m20,910,10,300,875,11,,N,N,,,0.315,96.25
2019-07-06_OR_E_L5,m4,2019-07-06_OR_E_L5_m4,1051,10,292,995,9,,N,N ,,,0.444,89.55
2019-07-06_OR_E_L5,m8,2019-07-06_OR_E_L5_m8,1204,10,251,1038,11,,N,N,,,0.509,114.18
2019-07-06_OR_E_L5,m12,2019-07-06_OR_E_L5_m12,1382,10,335,809,11,,N,Y,,,0.281,88.99
2019-07-06_OR_E_L5,m16,2019-07-06_OR_E_L5_m16,654,6,175,648,6,,N,N,,,0.142,38.88
2019-07-06_OR_E_L5,m20,2019-07-06_OR_E_L5_m20,804,7,225,793,7,,N,N,,,0.209,55.51
2019-07-06_OR_E_L6,m4,2019-07-06_OR_E_L6_m4,989,10,332,991,10,,N,N ,,,0.326,99.1
2019-07-06_OR_E_L6,m8,2019-07-06_OR_E_L6_m8,1441,10,330,915,10,,N,N,,,0.294,91.5
2019-07-06_OR_E_L6,m12,2019-07-06_OR_E_L6_m12,1394,11,281,681,11,,N,Y,,,0.269,74.91
2019-07-06_OR_E_L6,m16,2019-07-06_OR_E_L6_m16,1296,11,318,1222,11,,N,N,,,0.536,134.42
2019-07-06_OR_E_L6,m20,2019-07-06_OR_E_L6_m20,1571,9,384,786,8,,N,N,,,0.196,62.88
2019-07-02_BB_A_U1,m4,2019-07-02_BB_A_U1_m4,602,6,90,338,6,,0,y,0.507,0.511,0.004,20.28
2019-07-02_BB_A_U1,m8,2019-07-02_BB_A_U1_m8,794,7,170,794,7,,0,n,0.51,0.517,0.007,55.58
2019-07-02_BB_A_U1,m12,2019-07-02_BB_A_U1_m12,1003,8,188,1003,8,,0,y,0.554,0.573,0.019,80.24
2019-07-02_BB_A_U1,m16,2019-07-02_BB_A_U1_m16,772,7,170,772,7,,0,y,0.567,0.577,0.01,54.04
2019-07-02_BB_A_U1,m20,2019-07-02_BB_A_U1_m20,567,6,125,567,6,,0,y,0.517,0.528,0.011,34.02
2019-07-02_BB_A_U2,m4,2019-07-02_BB_A_U2_m4,520,6,80,350,6,,3,y,0.53,0.537,0.007,21
2019-07-02_BB_A_U2,m8,2019-07-02_BB_A_U2_m8,350,5,60,260,5,,0,y,0.579,0.59,0.011,13
2019-07-02_BB_A_U2,m12,2019-07-02_BB_A_U2_m12,580,6,100,430,6,,0,y,0.603,0.623,0.02,25.8
2019-07-02_BB_A_U2,m16,2019-07-02_BB_A_U2_m16,190,3,40,120,3,,0,n,0.59,0.601,0.011,3.6
2019-07-02_BB_A_U2,m20,2019-07-02_BB_A_U2_m20,610,5,87,510,5,,1,y,0.51,0.52,0.01,25.5
2019-07-02_BB_A_U3,m4,2019-07-02_BB_A_U3_m4,395,6,76,315,6,,1,n,0.642,0.659,0.017,18.9
2019-07-02_BB_A_U3,m8,2019-07-02_BB_A_U3_m8,350,5,47,285,5,,0,y,0.492,0.498,0.006,14.25
2019-07-02_BB_A_U3,m12,2019-07-02_BB_A_U3_m12,532,6,82,410,6,,4,y,0.532,0.544,0.012,24.6
2019-07-02_BB_A_U3,m16,2019-07-02_BB_A_U3_m16,390,6,80,280,6,,0,y,0.544,0.555,0.011,16.8
2019-07-02_BB_A_U3,m20,2019-07-02_BB_A_U3_m20,356,5,67,285,5,,0,n,0.572,0.586,0.014,14.25
2019-07-02_BB_A_L4,m4,2019-07-02_BB_A_L4_m4,1745,7,322,1745,7,,0,n,0.565,0.602,0.037,122.15
2019-07-02_BB_A_L4,m8,2019-07-02_BB_A_L4_m8,1472,7,328,1472,7,,0,y,0.593,0.621,0.028,103.04
2019-07-02_BB_A_L4,m12,2019-07-02_BB_A_L4_m12,1242,5,226,1242,5,,0,n,0.549,0.566,0.017,62.1
2019-07-02_BB_A_L4,m16,2019-07-02_BB_A_L4_m16,1391,7,225,1391,7,,0,n,0.574,0.601,0.027,97.37
2019-07-02_BB_A_L4,m20,2019-07-02_BB_A_L4_m20,1605,9,258,1605,9,,0,y,0.521,0.549,0.028,144.45
2019-07-02_BB_A_L5,m4,2019-07-02_BB_A_L5_m4,1421,7,270,1421,7,,0,n,0.538,0.562,0.024,99.47
2019-07-02_BB_A_L5,m8,2019-07-02_BB_A_L5_m8,1108,5.5,235,1180,5.5,,0,y,0.649,0.685,0.036,64.9
2019-07-02_BB_A_L5,m12,2019-07-02_BB_A_L5_m12,1186,6,268,1186,6,,0,n,0.569,0.596,0.027,71.16
2019-07-02_BB_A_L5,m16,2019-07-02_BB_A_L5_m16,1256,9.5,204,1256,9.5,,1,y,0.578,0.622,0.044,119.32
2019-07-02_BB_A_L5,m20,2019-07-02_BB_A_L5_m20,851,9,196,755,9,,no value,y,0.556,0.568,0.012,67.95
2019-07-02_BB_A_L6,m4,2019-07-02_BB_A_L6_m4,1416,6,320,1222,6,,2,y,0.56,0.609,0.049,73.32
2019-07-02_BB_A_L6,m8,2019-07-02_BB_A_L6_m8,1715,7,282,1335,7,,9,y,0.453,0.482,0.029,93.45
2019-07-02_BB_A_L6,m12,2019-07-02_BB_A_L6_m12,1913,10,360,1558,10,,1,n,0.451,0.502,0.051,155.8
2019-07-02_BB_A_L6,m16,2019-07-02_BB_A_L6_m16,1811,7,365,1445,7,,3,y,0.472,0.522,0.05,101.15
2019-07-02_BB_A_L6,m20,2019-07-02_BB_A_L6_m20,1350,8,230,1110,8,,12,y,0.491,0.538,0.047,88.8
2019-07-03_BB_B_U1,m4,2019-07-03_BB_B_U1_m4,134,8,151,652,9,,missing,n,0.099,0.102,0.003,58.68
2019-07-03_BB_B_U1,m8,2019-07-03_BB_B_U1_m8,666,10,179,517,7,,,y,0.098,0.099,0.001,36.19
2019-07-03_BB_B_U1,m12,2019-07-03_BB_B_U1_m12,1339,11,138,510,7,,,n,0.099,0.116,0.017,35.7
2019-07-03_BB_B_U1,m16,2019-07-03_BB_B_U1_m16,658,4,44,365,7,,,n,0.098,0.104,0.006,25.55
2019-07-03_BB_B_U1,m20,2019-07-03_BB_B_U1_m20,997,9,181,724,7,,,n,0.1,0.15,0.05,50.68
2019-07-03_BB_B_U2,m4,2019-07-03_BB_B_U2_m4,1121,5,38,610,8,,,y,0.099,0.121,0.022,48.8
2019-07-03_BB_B_U2,m8,2019-07-03_BB_B_U2_m8,937,10,210,440,8,,,n,0.099,0.181,0.082,35.2
2019-07-03_BB_B_U2,m12,2019-07-03_BB_B_U2_m12,1010,8,113,525,10,,,n,0.099,0.189,0.09,52.5
2019-07-03_BB_B_U2,m16,2019-07-03_BB_B_U2_m16,1381,9,284,598,8,,,y,0.098,0.123,0.025,47.84
2019-07-03_BB_B_U2,m20,2019-07-03_BB_B_U2_m20,1141,7,102,620,8,,,y,0.099,0.161,0.062,49.6
2019-07-03_BB_B_U3,m4,2019-07-03_BB_B_U3_m4,1018,3,24,1161,7,,,n,0.099,0.134,0.035,81.27
2019-07-03_BB_B_U3,m8,2019-07-03_BB_B_U3_m8,532,5,110,865,8,,,n,0.099,0.118,0.019,69.2
2019-07-03_BB_B_U3,m12,2019-07-03_BB_B_U3_m12,1373,7,74,600,7,,,n,0.098,0.118,0.02,42
2019-07-03_BB_B_U3,m16,2019-07-03_BB_B_U3_m16,1211,7,62,930,10,,,n,0.099,0.124,0.025,93
2019-07-03_BB_B_U3,m20,2019-07-03_BB_B_U3_m20,732,8,212,450,6,,,y,0.098,0.159,0.061,27
2019-07-03_BB_B_L4,m4,2019-07-03_BB_B_L4_m4,766,7,133,989,7,,,y,0.099,0.115,0.016,69.23
2019-07-03_BB_B_L4,m8,2019-07-03_BB_B_L4_m8,877,8.5,171,955,9,,,n,0.1,0.209,0.109,85.95
2019-07-03_BB_B_L4,m12,2019-07-03_BB_B_L4_m12,619,5,135,1055,7,,,n,0.099,0.118,0.019,73.85
2019-07-03_BB_B_L4,m16,2019-07-03_BB_B_L4_m16,1014,9.5,191,942,8,,,n,0.098,0.148,0.05,75.36
2019-07-03_BB_B_L4,m20,2019-07-03_BB_B_L4_m20,1184,9,163,731,9,,,n,0.098,0.141,0.043,65.79
2019-07-03_BB_B_L5,m4,2019-07-03_BB_B_L5_m4,1180,10,230,1128,9,,,n,0.199,0.345,0.146,101.52
2019-07-03_BB_B_L5,m8,2019-07-03_BB_B_L5_m8,1155,11,211,832,9,,,n,0.098,0.154,0.056,74.88
2019-07-03_BB_B_L5,m12,2019-07-03_BB_B_L5_m12,1577,6,263,1168,9,,,n,0.099,0.174,0.075,105.12
2019-07-03_BB_B_L5,m16,2019-07-03_BB_B_L5_m16,1346,9,272,1016,8,,,n,0.197,0.31,0.113,81.28
2019-07-03_BB_B_L5,m20,2019-07-03_BB_B_L5_m20,1255,9,224,801,7,,,n,0.1,0.177,0.077,56.07
2019-07-03_BB_B_L6,m4,2019-07-03_BB_B_L6_m4,689,7,122,771,8,,,n,0.099,0.148,0.049,61.68
2019-07-03_BB_B_L6,m8,2019-07-03_BB_B_L6_m8,825,8,60,546,6,,,n,0.099,0.119,0.02,32.76
2019-07-03_BB_B_L6,m12,2019-07-03_BB_B_L6_m12,1159,8,102,730,8,,,y,0.099,0.171,0.072,58.4
2019-07-03_BB_B_L6,m16,2019-07-03_BB_B_L6_m16,674,6,128,missing,6.5,,,y,0.099,0.147,0.048,#VALUE!
2019-07-03_BB_B_L6,m20,2019-07-03_BB_B_L6_m20,857,9,213,443,6,,,n,0.098,0.131,0.033,26.58
2019-07-05_BB_C_U1,m4,2019-07-05_BB_C_U1_m4,388,6,74,369,6,,0,n,0.643,0.662,0.019,22.14
2019-07-05_BB_C_U1,m8,2019-07-05_BB_C_U1_m8,331,4,58,331,4,,0,n,0.6913,0.711,0.0197,13.24
2019-07-05_BB_C_U1,m12,2019-07-05_BB_C_U1_m12,231,3,57,231,3,,0,y,0.5745,0.579,0.0045,6.93
2019-07-05_BB_C_U1,m16,2019-07-05_BB_C_U1_m16,385,6,97,385,6,,0,n,0.5465,0.58,0.0335,23.1
2019-07-05_BB_C_U1,m20,2019-07-05_BB_C_U1_m20,318,5,70,288,5,,0,n,0.5917,0.597,0.0053,14.4
2019-07-05_BB_C_U2,m4,2019-07-05_BB_C_U2_m4,290,4,60,290,4,,0,n,0.5337,0.541,0.0073,11.6
2019-07-05_BB_C_U2,m8,2019-07-05_BB_C_U2_m8,205,3,45,205,3,,0,y,0.5864,0.595,0.0086,6.15
2019-07-05_BB_C_U2,m12,2019-07-05_BB_C_U2_m12,221,3.5,50,221,3.5,,0,n,0.4982,0.499,0.0008,7.735
2019-07-05_BB_C_U2,m16,2019-07-05_BB_C_U2_m16,375,6,79,375,6,,1,n,0.4903,0.552,0.0617,22.5
2019-07-05_BB_C_U2,m20,2019-07-05_BB_C_U2_m20,320,4.5,52,320,4.5,,1,n,0.5628,0.571,0.0082,14.4
2019-07-05_BB_C_U3,m4,2019-07-05_BB_C_U3_m4,330,5,78,309,5,,0,y,0.5287,0.623,0.0943,15.45
2019-07-05_BB_C_U3,m8,2019-07-05_BB_C_U3_m8,340,7,75,332,6.5,,0,n,0.7549,0.769,0.0141,21.58
2019-07-05_BB_C_U3,m12,2019-07-05_BB_C_U3_m12,501,7,125,501,7,,1,n,0.6625,0.674,0.0115,35.07
2019-07-05_BB_C_U3,m16,2019-07-05_BB_C_U3_m16,335,5.5,93,335,5.5,,1,n,0.8099,0.817,0.0071,18.425
2019-07-05_BB_C_U3,m20,2019-07-05_BB_C_U3_m20,385,6,108,327,5.5,,1,y,0.6626,0.649,-0.0136,17.985
2019-07-05_BB_C_L4,m4,2019-07-05_BB_C_L4_m4,372,6,92,364,6,,0,n,0.5984,0.607,0.0086,21.84
2019-07-05_BB_C_L4,m8,2019-07-05_BB_C_L4_m8,273,4.5,69,262,4,,0,n,0.6318,0.636,0.0042,10.48
2019-07-05_BB_C_L4,m12,2019-07-05_BB_C_L4_m12,388,4.5,95,362,5,,1,n,0.6377,0.651,0.0133,18.1
2019-07-05_BB_C_L4,m16,2019-07-05_BB_C_L4_m16,432,6.5,105,432,6.5,,0,n,0.6166,0.633,0.0164,28.08
2019-07-05_BB_C_L4,m20,2019-07-05_BB_C_L4_m20,345,5.5,107,345,5.5,,0,n,0.5368,0.545,0.0082,18.975
2019-07-05_BB_C_L5,m4,2019-07-05_BB_C_L5_m4,416,7,110,416,7,,0,n,0.6221,0.657,0.0349,29.12
2019-07-05_BB_C_L5,m8,2019-07-05_BB_C_L5_m8,228,5,60,206,5,,0,n,0.7904,0.793,0.0026,10.3
2019-07-05_BB_C_L5,m12,2019-07-05_BB_C_L5_m12,345,6,90,344,7,,0,y,0.6898,0.696,0.0062,24.08
2019-07-05_BB_C_L5,m16,2019-07-05_BB_C_L5_m16,390,7.5,109,388,7,,0,n,0.577,0.633,0.056,27.16
2019-07-05_BB_C_L5,m20,2019-07-05_BB_C_L5_m20,426,6.5,111,364,6,,1,y,0.633,0.64,0.007,21.84
2019-07-05_BB_C_L6,m4,2019-07-05_BB_C_L6_m4,488,7,70,488,7,,0,n,0.834,0.853,0.019,34.16
2019-07-05_BB_C_L6,m8,2019-07-05_BB_C_L6_m8,465,9,85,465,9,,0,n,0.6534,0.667,0.0136,41.85
2019-07-05_BB_C_L6,m12,2019-07-05_BB_C_L6_m12,525,8,113,500,8,,0,n,0.7204,0.751,0.0306,40
2019-07-05_BB_C_L6,m16,2019-07-05_BB_C_L6_m16,340,6,95,340,6,,0,n,0.6747,0.704,0.0293,20.4
2019-07-05_BB_C_L6,m20,2019-07-05_BB_C_L6_m20,511,7,127,450,8,,0,n,0.7815,0.832,0.0505,36
2019-07-17_BB_D_U1,m4,2019-07-17_BB_D_U1_m4,1189,9,183,1189,9,,0,y,0.4282,0.567,0.1388,107.01
2019-07-17_BB_D_U1,m8,2019-07-17_BB_D_U1_m8,854,8,154,676,7,,1,y,0.368,0.379,0.011,47.32
2019-07-17_BB_D_U1,m12,2019-07-17_BB_D_U1_m12,1122,10.5,201,1122,10.5,,1,y,0.355,0.426,0.071,117.81
2019-07-17_BB_D_U1,m16,2019-07-17_BB_D_U1_m16,818,9,150,649,9.5,,1,n,0.5016,0.516,0.0144,61.655
2019-07-17_BB_D_U1,m20,2019-07-17_BB_D_U1_m20,1005,8,201,688,7.5,,0,y,0.5319,0.56,0.0281,51.6
2019-07-17_BB_D_U2,m4,2019-07-17_BB_D_U2_m4,735,9,134,676,9,,1,y,0.3398,0.357,0.0172,60.84
2019-07-17_BB_D_U2,m8,2019-07-17_BB_D_U2_m8,628,8.5,123,628,8.5,,0,n,0.3236,0.342,0.0184,53.38
2019-07-17_BB_D_U2,m12,2019-07-17_BB_D_U2_m12,731,6.5,115,731,6.5,,3,n,0.3722,0.391,0.0188,47.515
2019-07-17_BB_D_U2,m16,2019-07-17_BB_D_U2_m16,878,7,207,878,7,,0,y,0.42,0.515,0.095,61.46
2019-07-17_BB_D_U2,m20,2019-07-17_BB_D_U2_m20,751,8,156,751,8,,1,y,0.4288,0.446,0.0172,60.08
2019-07-17_BB_D_U3,m4,2019-07-17_BB_D_U3_m4,807,9,164,732,8,,0,y,0.3351,0.341,0.0059,58.56
2019-07-17_BB_D_U3,m8,2019-07-17_BB_D_U3_m8,1043,8,282,718,6,,1,n,0.3601,0.37,0.0099,43.08
2019-07-17_BB_D_U3,m12,2019-07-17_BB_D_U3_m12,1129,6,220,1129,6,,2,y,0.3788,0.409,0.0302,67.74
2019-07-17_BB_D_U3,m16,2019-07-17_BB_D_U3_m16,963,8,217,865,7,,0,y,0.3876,0.453,0.0654,60.55
2019-07-17_BB_D_U3,m20,2019-07-17_BB_D_U3_m20,480,7,126,480,7,,0,y,0.3789,0.397,0.0181,33.6
2019-07-17_BB_D_L4,m4,2019-07-17_BB_D_L4_m4,1074,8,240,1074,8,,2,n,0.3272,0.409,0.0818,85.92
2019-07-17_BB_D_L4,m8,2019-07-17_BB_D_L4_m8,1494,8,235,1494,8,,1,n,0.3279,0.386,0.0581,119.52
2019-07-17_BB_D_L4,m12,2019-07-17_BB_D_L4_m12,1142,10,228,1085,10,,1,n,0.3824,0.416,0.0336,108.5
2019-07-17_BB_D_L4,m16,2019-07-17_BB_D_L4_m16,1316,9,291,1316,9,,1,y,0.3657,0.394,0.0283,118.44
2019-07-17_BB_D_L4,m20,2019-07-17_BB_D_L4_m20,877,9,154,877,9,,0,y,0.3544,0.354,-0.0004,78.93
2019-07-17_BB_D_L5,m4,2019-07-17_BB_D_L5_m4,1437,9,285,1437,9,,9,y,0.3881,0.48,0.0919,129.33
2019-07-17_BB_D_L5,m8,2019-07-17_BB_D_L5_m8,1390,9,291,1390,9,,0,n,0.391,0.422,0.031,125.1
2019-07-17_BB_D_L5,m12,2019-07-17_BB_D_L5_m12,1308,10,305,1308,10,,1,n,0.4065,0.551,0.1445,130.8
2019-07-17_BB_D_L5,m16,2019-07-17_BB_D_L5_m16,1120,8,291,1093,8,,0,n,0.4045,0.545,0.1405,87.44
2019-07-17_BB_D_L5,m20,2019-07-17_BB_D_L5_m20,1096,8,284,1008,8,,1,y,0.3927,0.499,0.1063,80.64
2019-07-17_BB_D_L6,m4,2019-07-17_BB_D_L6_m4,1321,7,255,1321,7,,0,n,0.3555,0.398,0.0425,92.47
2019-07-17_BB_D_L6,m8,2019-07-17_BB_D_L6_m8,1545,9,265,1545,9,,1,y,0.3507,0.416,0.0653,139.05
2019-07-17_BB_D_L6,m12,2019-07-17_BB_D_L6_m12,1323,9,245,1342,9,,2,n,0.3643,0.522,0.1577,120.78
2019-07-17_BB_D_L6,m16,2019-07-17_BB_D_L6_m16,1392,9,215,1395,9,,1,n,0.3547,0.434,0.0793,125.55
2019-07-17_BB_D_L6,m20,2019-07-17_BB_D_L6_m20,1381,9,177,1381,9,,1,n,0.3719,0.564,0.1921,124.29
2019-07-31_BB_E_U1,m4,2019-07-31_BB_E_U1_m4,453,7,123,374,7,,0,n,0.4461,0.476,0.0299,26.18
2019-07-31_BB_E_U1,m8,2019-07-31_BB_E_U1_m8,356,6,60,293,7,,0,n,0.4409,0.477,0.0361,20.51
2019-07-31_BB_E_U1,m12,2019-07-31_BB_E_U1_m12,480,8,75,251,8,,0,y,0.5155,0.547,0.0315,20.08
2019-07-31_BB_E_U1,m16,2019-07-31_BB_E_U1_m16,400,5,75,286,6,,0,y,0.4959,0.513,0.0171,17.16
2019-07-31_BB_E_U1,m20,2019-07-31_BB_E_U1_m20,385,7,82,280,7,,0,n,0.4477,0.46,0.0123,19.6
2019-07-31_BB_E_U2,m4,2019-07-31_BB_E_U2_m4,376,7.5,125,376,7.5,,0,n,0.5512,0.564,0.0128,28.2
2019-07-31_BB_E_U2,m8,2019-07-31_BB_E_U2_m8,331,5.5,97,331,5.5,,1,n,0.5187,0.534,0.0153,18.205
2019-07-31_BB_E_U2,m12,2019-07-31_BB_E_U2_m12,402,7,133,402,7,,1,n,0.5198,0.542,0.0222,28.14
2019-07-31_BB_E_U2,m16,2019-07-31_BB_E_U2_m16,386,7.5,108,336,7,,0,n,0.5137,0.532,0.0183,23.52
2019-07-31_BB_E_U2,m20,2019-07-31_BB_E_U2_m20,331,6.5,94,331,6.5,,1,n,0.4463,0.465,0.0187,21.515
2019-07-31_BB_E_U3,m4,2019-07-31_BB_E_U3_m4,317,7,110,289,6,,0,n,0.6035,0.621,0.0175,17.34
2019-07-31_BB_E_U3,m8,2019-07-31_BB_E_U3_m8,405,9,119,405,9,,0,n,0.5892,0.63,0.0408,36.45
2019-07-31_BB_E_U3,m12,2019-07-31_BB_E_U3_m12,212,6,73,212,6,,0,y,0.4688,0.473,0.0042,12.72
2019-07-31_BB_E_U3,m16,2019-07-31_BB_E_U3_m16,380,6,100,380,6,,1,n,0.4686,0.491,0.0224,22.8
2019-07-31_BB_E_U3,m20,2019-07-31_BB_E_U3_m20,296,7,98,296,7,,0,n,0.5549,0.562,0.0071,20.72
2019-07-31_BB_E_L4,m4,2019-07-31_BB_E_L4_m4,459,6.5,130,459,6.5,,0,n,0.5484,0.58,0.0316,29.835
2019-07-31_BB_E_L4,m8,2019-07-31_BB_E_L4_m8,280,5,87,221,5,,0,n,0.545,0.552,0.007,11.05
2019-07-31_BB_E_L4,m12,2019-07-31_BB_E_L4_m12,450,8,155,422,7,,0,n,0.561,0.582,0.021,29.54
2019-07-31_BB_E_L4,m16,2019-07-31_BB_E_L4_m16,425,7,130,425,7,,2,n,0.6024,0.622,0.0196,29.75
2019-07-31_BB_E_L4,m20,2019-07-31_BB_E_L4_m20,396,7,113,396,7,,0,n,0.5555,0.571,0.0155,27.72
2019-07-31_BB_E_L5,m4,2019-07-31_BB_E_L5_m4,459,8,135,459,8,,0,n,0.3925,0.399,0.0065,36.72
2019-07-31_BB_E_L5,m8,2019-07-31_BB_E_L5_m8,434,7,103,420,7,,0,n,0.4556,0.47,0.0144,29.4
2019-07-31_BB_E_L5,m12,2019-07-31_BB_E_L5_m12,450,8,118,418,7,,0,n,0.4669,0.495,0.0281,29.26
2019-07-31_BB_E_L5,m16,2019-07-31_BB_E_L5_m16,417,8,110,420,8,,0,n,0.4881,0.516,0.0279,33.6
2019-07-31_BB_E_L5,m20,2019-07-31_BB_E_L5_m20,338,7,108,338,7,,0,y,0.4469,0.462,0.0151,23.66
2019-07-31_BB_E_L6,m4,2019-07-31_BB_E_L6_m4,550,6,115,550,6,,0,n,0.4615,0.481,0.0195,33
2019-07-31_BB_E_L6,m8,2019-07-31_BB_E_L6_m8,451,7,119,442,6,,0,n,0.4524,0.481,0.0286,26.52
2019-07-31_BB_E_L6,m12,2019-07-31_BB_E_L6_m12,376,5,106,376,5,,0,n,0.5006,0.515,0.0144,18.8
2019-07-31_BB_E_L6,m16,2019-07-31_BB_E_L6_m16,242,5,62,242,4.5,,1,n,0.4849,0.496,0.0111,10.89
2019-07-31_BB_E_L6,m20,2019-07-31_BB_E_L6_m20,389,5,98,389,5,,0,n,0.5162,0.519,0.0028,19.45
2019-08-02_BB_F_U1,m4,2019-08-02_BB_F_U1_m4,332,5,85,310,5,,1,n,0.4379,0.445,0.0071,15.5
2019-08-02_BB_F_U1,m8,2019-08-02_BB_F_U1_m8,357,6,88,357,6,,1,n,0.5472,0.583,0.0358,21.42
2019-08-02_BB_F_U1,m12,2019-08-02_BB_F_U1_m12,333,5,65,272,5,,0,n,0.4939,0.508,0.0141,13.6
2019-08-02_BB_F_U1,m16,2019-08-02_BB_F_U1_m16,401,5,82,393,5,,0,n,0.4747,0.49,0.0153,19.65
2019-08-02_BB_F_U1,m20,2019-08-02_BB_F_U1_m20,235,5,51,220,5,,0,n,0.4529,0.461,0.0081,11
2019-08-02_BB_F_U2,m4,2019-08-02_BB_F_U2_m4,465,7,98,465,7,,0,n,0.4716,0.486,0.0144,32.55
2019-08-02_BB_F_U2,m8,2019-08-02_BB_F_U2_m8,235,5,50,235,5,,3,n,0.5103,0.515,0.0047,11.75
2019-08-02_BB_F_U2,m12,2019-08-02_BB_F_U2_m12,279,5,70,279,5,,0,n,0.5252,0.544,0.0188,13.95
2019-08-02_BB_F_U2,m16,2019-08-02_BB_F_U2_m16,244,6,71,225,5,,0,y,0.5814,0.599,0.0176,11.25
2019-08-02_BB_F_U2,m20,2019-08-02_BB_F_U2_m20,290,5,76,290,5,,0,y,0.5336,0.549,0.0154,14.5
2019-08-02_BB_F_U3,m4,2019-08-02_BB_F_U3_m4,185,4,45,185,4,,1,y,0.5046,0.508,0.0034,7.4
2019-08-02_BB_F_U3,m8,2019-08-02_BB_F_U3_m8,270,5,65,270,5,,0,y,0.513,0.523,0.01,13.5
2019-08-02_BB_F_U3,m12,2019-08-02_BB_F_U3_m12,377,5,85,377,5,,0,n,0.4862,0.49,0.0038,18.85
2019-08-02_BB_F_U3,m16,2019-08-02_BB_F_U3_m16,202,5,57,149,5,,1,y,0.4607,0.469,0.0083,7.45
2019-08-02_BB_F_U3,m20,2019-08-02_BB_F_U3_m20,363,5,84,363,5,,0,n,0.5006,0.511,0.0104,18.15
2019-08-02_BB_F_L4,m4,2019-08-02_BB_F_L4_m4,781,9,171,781,9,,0,n,0.5354,0.544,0.0086,70.29
2019-08-02_BB_F_L4,m8,2019-08-02_BB_F_L4_m8,431,7,58,351,7,,0,n,0.4198,0.438,0.0182,24.57
2019-08-02_BB_F_L4,m12,2019-08-02_BB_F_L4_m12,771,8,172,681,8,,0,n,0.4624,0.494,0.0316,54.48
2019-08-02_BB_F_L4,m16,2019-08-02_BB_F_L4_m16,685,7,189,685,7,,0,n,0.4286,0.457,0.0284,47.95
2019-08-02_BB_F_L4,m20,2019-08-02_BB_F_L4_m20,371,4,81,371,4,,0,n,0.4369,0.441,0.0041,14.84
2019-08-02_BB_F_L5,m4,2019-08-02_BB_F_L5_m4,470,8,98,122,6,,0,y,0.4737,0.484,0.0103,7.32
2019-08-02_BB_F_L5,m8,2019-08-02_BB_F_L5_m8,560,7,113,560,7,,0,n,0.4561,0.475,0.0189,39.2
2019-08-02_BB_F_L5,m12,2019-08-02_BB_F_L5_m12,782,9,96,745,9,,0,y,0.4288,0.446,0.0172,67.05
2019-08-02_BB_F_L5,m16,2019-08-02_BB_F_L5_m16,603,8,122,530,7,,0,y,0.4536,0.464,0.0104,37.1
2019-08-02_BB_F_L5,m20,2019-08-02_BB_F_L5_m20,474,6,92,426,7,,0,y,0.4657,0.475,0.0093,29.82
2019-08-02_BB_F_L6,m4,2019-08-02_BB_F_L6_m4,515,6,103,445,6,,4,n,0.4974,0.503,0.0056,26.7
2019-08-02_BB_F_L6,m8,2019-08-02_BB_F_L6_m8,555,5,123,546,5,,0,n,0.4823,0.491,0.0087,27.3
2019-08-02_BB_F_L6,m12,2019-08-02_BB_F_L6_m12,456,6,110,435,6,,0,n,0.512,0.521,0.009,26.1
2019-08-02_BB_F_L6,m16,2019-08-02_BB_F_L6_m16,642,8,140,615,8,,1,n,0.397,0.419,0.022,49.2
2019-08-02_BB_F_L6,m20,2019-08-02_BB_F_L6_m20,635,7,116,635,7,,8,n,0.433,0.469,0.036,44.45
2019-07-17_SD_D_U1,m4,2019-07-17_SD_D_U1_m4,306,3,63,,,,,,,,,
2019-07-17_SD_D_U1,m8,2019-07-17_SD_D_U1_m8,268,3,73,,,,,,,,,
2019-07-17_SD_D_U1,m12,2019-07-17_SD_D_U1_m12,340,3,97,,,,,,,,,
2019-07-17_SD_D_U1,m16,2019-07-17_SD_D_U1_m16,126,3,30,,,,,,,,,
2019-07-17_SD_D_U1,m20,2019-07-17_SD_D_U1_m20,360,4,53,,,,,,,,,
2019-07-17_SD_D_U2,m4,2019-07-17_SD_D_U2_m4,147,2,21,,,,,,,,,
